epoch,loss,avg_validation_accuracy,alveolar_click,background1,dental_click,speech1
0,2.3695969119753046,0.8267824129893094,0.949508489722967,0.2410358565737052,0.9108204518430439,0.8200716845878137
1,2.0507532576159373,0.8584920826300134,0.9450402144772118,0.4243027888446215,0.93935790725327,0.8437275985663082
2,1.8708524711836705,0.8725986657021139,0.9535299374441466,0.48406374501992033,0.9476813317479191,0.8523297491039427
3,1.7447049107431607,0.8807571738606221,0.9620196604110813,0.5318725099601593,0.9500594530321046,0.8516129032258064
4,1.6516097016814015,0.8872679045092837,0.9575513851653262,0.545816733067729,0.9571938168846611,0.8652329749103943
5,1.5715030607289127,0.8920102885620125,0.9557640750670241,0.601593625498008,0.9381688466111772,0.8817204301075269
6,1.481106737813481,0.8973555180451731,0.9691689008042895,0.6294820717131474,0.9453032104637337,0.8602150537634409
7,1.4051836996865745,0.9027811269190579,0.966934763181412,0.6254980079681275,0.9548156956004756,0.8745519713261649
8,1.3353115636410702,0.9078048388393215,0.967828418230563,0.6175298804780877,0.9678953626634959,0.8838709677419355
9,1.26121840022996,0.9152801221766739,0.9714030384271671,0.7410358565737052,0.9607609988109393,0.8767025089605734
10,1.2313973961626923,0.9166465718189855,0.9714030384271671,0.7410358565737052,0.9690844233055886,0.8903225806451613
11,1.1778532048243724,0.9194598504943332,0.9736371760500446,0.7071713147410359,0.9690844233055886,0.8960573476702509
12,1.1400806331316398,0.9221525600835945,0.9664879356568364,0.7868525896414342,0.9655172413793104,0.8917562724014337
13,1.0985044808874904,0.9252069769311146,0.9745308310991957,0.7828685258964143,0.9774078478002378,0.8845878136200717
14,1.0777072059064707,0.9256088738847359,0.9727435210008937,0.7430278884462151,0.9774078478002378,0.9017921146953405
15,1.054301606756958,0.927859496825014,0.9740840035746202,0.796812749003984,0.9738406658739596,0.8853046594982079
16,1.0349660986307856,0.9279398762157381,0.9696157283288651,0.7768924302788844,0.9797859690844233,0.8953405017921147
17,1.011027520554365,0.9311550518447069,0.9758713136729222,0.7749003984063745,0.976218787158145,0.899641577060932
18,0.9918137000463905,0.9319990354473113,0.9736371760500446,0.7749003984063745,0.9738406658739596,0.9053763440860215
19,0.969169525009347,0.9342094686922271,0.9776586237712243,0.8286852589641435,0.9583828775267539,0.9060931899641577
20,0.9576067750778394,0.9344104171690377,0.9731903485254692,0.8087649402390438,0.9738406658739596,0.9017921146953405
21,0.9565828958466813,0.9352544007716419,0.9758713136729222,0.7928286852589641,0.9655172413793104,0.910394265232975
22,0.9417176543205038,0.934852503818021,0.9727435210008937,0.7948207171314741,0.9774078478002378,0.8989247311827957
23,0.9267520514315284,0.9369423679768506,0.9785522788203753,0.7848605577689243,0.9785969084423306,0.9025089605734767
24,0.91751285711196,0.9380676794469895,0.9727435210008937,0.8227091633466136,0.9714625445897741,0.9089605734767026
25,0.9074265773527664,0.93750502371192,0.9812332439678284,0.8087649402390438,0.9726516052318668,0.899641577060932
26,0.9088058886483171,0.9385499557913348,0.9807864164432529,0.8127490039840638,0.9702734839476813,0.9053763440860215
27,0.8853117887943698,0.940398681777992,0.9830205540661304,0.8207171314741036,0.9714625445897741,0.9111111111111111
28,0.8796187142459212,0.9392733703078529,0.9745308310991957,0.8167330677290837,0.9738406658739596,0.9161290322580645
29,0.875780327451755,0.9398360260429225,0.9767649687220733,0.8286852589641435,0.9809750297265161,0.8982078853046594
30,0.8627047128457365,0.9422474077646491,0.9803395889186773,0.8466135458167331,0.9714625445897741,0.910394265232975
31,0.8633503008574863,0.9413230447713206,0.9789991063449508,0.8446215139442231,0.9690844233055886,0.9118279569892473
32,0.8625929775646994,0.941845510811028,0.9776586237712243,0.8286852589641435,0.9809750297265161,0.9096774193548387
33,0.8363124684365306,0.943734426493047,0.9772117962466488,0.8326693227091634,0.9714625445897741,0.9204301075268817
34,0.8326715515286733,0.9440157543605817,0.9794459338695264,0.8565737051792829,0.9726516052318668,0.9082437275985663
35,0.828057125267056,0.9441765131420302,0.9789991063449508,0.8545816733067729,0.9631391200951248,0.9111111111111111
36,0.8269176826859561,0.9448195482678241,0.9848078641644326,0.8326693227091634,0.9678953626634959,0.9197132616487456
37,0.8135163357629431,0.9445382204002891,0.9776586237712243,0.8605577689243028,0.9726516052318668,0.9075268817204301
38,0.8162159524386684,0.9446989791817376,0.9772117962466488,0.8426294820717132,0.9774078478002378,0.9139784946236559
39,0.8087059407504019,0.9467084639498431,0.9812332439678284,0.8306772908366534,0.976218787158145,0.9189964157706093
40,0.8082467488858891,0.9451008761353588,0.9772117962466488,0.8705179282868526,0.9750297265160524,0.9118279569892473
41,0.7931297359220487,0.946628084559119,0.9758713136729222,0.8147410358565738,0.9774078478002378,0.9247311827956989
42,0.7957715594723487,0.9456233421750662,0.9794459338695264,0.848605577689243,0.9738406658739596,0.9182795698924732
43,0.7834617624318481,0.9471103609034642,0.9789991063449508,0.8585657370517928,0.9750297265160524,0.9182795698924732
44,0.7884421311489552,0.9463065669962221,0.9785522788203753,0.848605577689243,0.9750297265160524,0.9225806451612903
45,0.7804721080981862,0.9467888433405675,0.9816800714924039,0.848605577689243,0.9714625445897741,0.9168458781362007
46,0.7753574371472038,0.9487179487179486,0.9789991063449508,0.8406374501992032,0.976218787158145,0.9247311827956989
47,0.773812518555025,0.9475926372478096,0.9812332439678284,0.852589641434263,0.9726516052318668,0.9168458781362007
48,0.7686767869848077,0.947713206333896,0.9785522788203753,0.8605577689243028,0.9750297265160524,0.9225806451612903
49,0.7629037164969129,0.9492002250622938,0.9807864164432529,0.8645418326693227,0.9774078478002378,0.9175627240143369
50,0.7579382436948711,0.9485973796318623,0.9821268990169795,0.8605577689243028,0.9785969084423306,0.9146953405017921
51,0.7512689842670717,0.9497628807973635,0.982573726541555,0.852589641434263,0.976218787158145,0.9225806451612903
52,0.7577468873210567,0.9490796559762076,0.9807864164432529,0.8625498007968128,0.9774078478002378,0.9154121863799283
53,0.7556226872552696,0.9479543445060686,0.9767649687220733,0.8545816733067729,0.9809750297265161,0.921146953405018
54,0.7452394860310718,0.9502853468370708,0.9798927613941019,0.852589641434263,0.9809750297265161,0.9225806451612903
55,0.7359004841506427,0.9510087613535889,0.9816800714924039,0.8645418326693227,0.9809750297265161,0.9146953405017921
56,0.7310055692511521,0.9518527449561931,0.9857015192135835,0.8705179282868526,0.9750297265160524,0.921146953405018
57,0.729752485511215,0.9516116067840205,0.9803395889186773,0.8824701195219123,0.976218787158145,0.9275985663082438
58,0.7290386108951202,0.9512900892211237,0.9812332439678284,0.848605577689243,0.9714625445897741,0.9333333333333333
59,0.7336742027105218,0.9518929346515552,0.98704200178731,0.8545816733067729,0.9809750297265161,0.9189964157706093
60,0.7218008994644126,0.9521340728237279,0.98704200178731,0.8764940239043825,0.9738406658739596,0.9218637992831541
61,0.7199062360424424,0.9513704686118478,0.9803395889186773,0.8764940239043825,0.9750297265160524,0.9197132616487456
62,0.7200984431514689,0.9519331243469173,0.9803395889186773,0.8565737051792829,0.9750297265160524,0.9297491039426523
63,0.7173889642091016,0.9526565388634353,0.984361036639857,0.8725099601593626,0.9774078478002378,0.9268817204301075
64,0.7161343105831441,0.9521340728237279,0.983467381590706,0.8665338645418327,0.9833531510107015,0.9204301075268817
65,0.7136998196648934,0.9522546419098143,0.9830205540661304,0.8645418326693227,0.9738406658739596,0.9261648745519713
66,0.7146637477432835,0.9526163491680733,0.9839142091152815,0.8466135458167331,0.9702734839476813,0.9369175627240144
67,0.7129071993648061,0.9530584358170564,0.9785522788203753,0.8764940239043825,0.9809750297265161,0.9268817204301075
68,0.7047972778263664,0.954063178201109,0.9874888293118856,0.8824701195219123,0.9702734839476813,0.9304659498207886
69,0.7076446773940541,0.9524957800819868,0.9798927613941019,0.8605577689243028,0.976218787158145,0.9354838709677419
70,0.7029514570115856,0.953259384293867,0.9830205540661304,0.8804780876494024,0.9785969084423306,0.9326164874551971
71,0.6938311849536547,0.9535407121614018,0.984361036639857,0.8764940239043825,0.9785969084423306,0.9275985663082438
72,0.6891673429273311,0.9541837472871955,0.9812332439678284,0.8864541832669323,0.976218787158145,0.9247311827956989
73,0.6905934846043806,0.9539827988103848,0.9807864164432529,0.8804780876494024,0.9738406658739596,0.9326164874551971
74,0.6894116385359059,0.9547865927176271,0.9798927613941019,0.8745019920318725,0.9774078478002378,0.931899641577061
75,0.6896513770912709,0.9544248854593681,0.9848078641644326,0.8784860557768924,0.9750297265160524,0.9275985663082438
76,0.6827446968549126,0.9553894381480585,0.9865951742627346,0.8824701195219123,0.9726516052318668,0.9240143369175627
77,0.6811397035025522,0.9548669721083514,0.9839142091152815,0.8804780876494024,0.9797859690844233,0.9275985663082438
78,0.6813032771458092,0.9548267824129892,0.9857015192135835,0.8645418326693227,0.9726516052318668,0.9347670250896057
